location,rating,review,review_date,type_of_visit,date_of_visit,country,latitude,longitude
"Kuala Lumpur, Malaysia",4.0,The former 7 wonder of the world was must place to visit if you are in Jogja. Situated at Magelang not far away from city is the best to go before the sunrise. But the price to enter this world heritage is too much for foreigner which is 30USD per person. Dont forget to bring hat or umbrella if you come here at noon because its so hot,2015-04-14,Solo,2015-02,malaysia,4.5693754,102.2656823
"Gwangju, South Korea",5.0,Just before we arrived at Borobudur temple there was a huge rainstorm. Roads were flooded and everything. Our driver assured us that if there was a storm in the evening the sunrise would be fantastic. We stayed overnight on the grounds and in the evening it was grey and dreary. If this had been our only visit we would have really been disappointed. The following morning we work up for the sunrise tour and climbed up around 4:30 am. Our driver was completely correct. The sunrise was spectacular! Many of the guides at the temple said it was the best sunrise all month. On top of that there was the mist rolling through the trees and the sound of the morning call to prayer in the background. Completely magical! The only problem we had  were the tourists taking selfies with their cellphones. I had quite a few photos ruined by the glowing screen of someones phone. Several other photographers also complained of this problem. Terribly annoying!,2015-04-14,Family,2015-02,south korea,36.638392,127.6961188
,1.0,"500,000 rupiah for two is an extortionate price for something so unimpressive, wish we hadn't wasted all that time and effort",2015-04-14,,,,,
"Bangkok, Thailand",5.0,"Arrived Borobudur at 6 o'clock, what a wonderful religious site. Really happy to climb up the pyramid-stepped and enjoy the bas-relief surround the monument.Mountains around the site are calm and fascinating. Having breakfast on the top of Borobudur after sunrise is great experience!",2015-04-13,Solo,2015-04,thailand,7.4931858,124.724704
"Metro Manila, Philippines",5.0,"This is the highlight of our trip to Yogyakarta. It's best to visit early in the morning to avoid the heat and the crowd. It opens at 6am. If you have arranged a tour, they will probably suggest that you pass by Setumbu Hills to view the sunrise. You can skip this and just view the sunrise from the temple. Bring water and a cap. If you have KITAS, you can present it at the entrance for a local rate.",2015-04-12,Family,2015-04,philippines,12.7503486,122.7312101
Tokyo,5.0,"If you go to Borobudur and not see the sunrise, then you've missed something truly special.  We planned our trip so that the weather would be in our favor.  We were there at the same time when some Buddhist monks were there.  This made the whole atmosphere and experience all more special.  After the sunrise we went down to the Manohara hotel, where we were staying and had a breakfast buffet.  Since we had already paid for the visit to the temple, we were allowed back on to the actual temple site where we were able to take our time and look at all the carvings around the whole temple.  Breath taking.",2015-04-10,Couples,2014-11,japan,36.5748441,139.2394179
"Flaunden, UK",5.0,Well worth the very early rise to watch the sunrise and then visit the temples while it's cool and before they get too busy. Watch out for school children who are desperate to have pictures with foreigners and to practice their english!,2015-04-09,Couples,2015-04,united kingdom,54.7023545,-3.2765753
"Melbourne, Australia",4.0,"it is amazing how well preserved this big temple is. Some of the wall carvings are amazing, and there are so many buddha statues...Avoid weekends, as there are too many people around. There were also a whole bunch of schools and the students had been tasked to practice their English on the foreign visitors. Fun for 10 minutes, but not anymore when the 10th group of students approaches you...",2015-04-09,Couples,2015-04,australia,-24.7761086,134.755
"Heathmont, Australia",4.0,"Borobudur is well worth a visit. We did the sunrise tour so had to be at the hotel at 4:30am, which was fine...but the only thing that bothered me was the price per person - 380000 rupiah per adult. My kids (13 & 15) didn't qualify as 'kids' because they has to be under 10!! Had a great time but felt (once again) that I had been ripped off!!",2015-04-08,Family,2015-04,australia,-24.7761086,134.755
"Sydney, Australia",5.0,"My recommendation is get here early, we arrived at 6am for the regular opening time, and within an hour it was busy with school groups and tourists.This location is not only a beautiful historic monument, but also has great views with the rising sun and Merapi Volcano in the distance.If you can face waking up at 3am, I would recommend getting there for sunrise. We arrived just after sunrise, and it was still beautiful, but sunrise would have been even more special.You will meet a lot of domestic Indonesian tourists here, so be prepared to pose with locals in photos and practice answering questions from school children wanting to practice their English language skills.",2015-04-08,,,australia,-24.7761086,134.755
Sri Lanka,5.0,"We visited Borobudur Temple and opted for the sun rise tour arranged through the Manohara Hotel. We left Yogyakarta at 4am by private car and reached the temple by 5am well in time for sunrise. The ticket for entrance before 6am is about US$15 more than the normal day ticket ( $20) but it's fully worth it. guests staying at Manohara get complementary day tickets but not the sun rise tour. The temple it self is awesome and on par with Angkor Wat and the ancient Buddhist temples in Sri Lanka and Thailand. The stone work and is amazing and at sunrise the mist clears to open up the majestic volcano Mount Merpi in the distance - superb photo ops for the camera happy. After Borobudur, we drove up to Merapi and took a superb 4x4 jeep ride up towards the lava ravine complete with horrific relics left behind by the last major eruption in 2010.",2015-04-08,Family,2015-04,sri lanka,7.5554942,80.7137847
"Kuala Lumpur, Malaysia",4.0,"Such a marvelous construction with Sculptures and a Buddhist holy place. Influence of Indian Art and Structural plan as per Vedas is visible in the construction. Taking a guide is advisable, it costs only $10 to $18. Morning or evening time is best time to visit. Otherwise prepare for sun shot. Beware of the aggressive salespersons. Don't buy anything as the rates are 10-times higher then normal and poor quality. Overall a safe place and can N'joy with family",2015-04-06,Family,2015-02,malaysia,4.5693754,102.2656823
Dhaka,5.0,"We stayed at the Hyatt which is about 2 hours from Borobudur. Borobudur is exceptional, international standard tourist and religious location. Sun rise here is one of the best things you can imagine. For sun rise you have to start at 3 AM. Yes!People managing the place are muslims and are extremely nice. You will definitely meet university or school kids as the area has loads of schools and universities.Take time if you go there, atleast 4 hours and take help of a guide for making really enjoyable. We were guided by Lateef(works as a guide) was exceptional.",2015-04-06,Business,2015-03,bangladesh,-0.2864982,36.0514231
"San Francisco, CA",5.0,"The temples, built in the shape of a mandala in the 9th century is most beautifully revealed at dawn, as the rising sun illuminates the stupas",2015-04-06,Couples,2015-03,united states,39.7837304,-100.445882
"Melbourne, Australia",5.0,"Borobudur temple is the largest Buddhist temple in the world and pre-dates Angkor Wat by a century. The temple is massive and has 10 levels reflecting desires, reality and nirvana. It is a massive structure with a great view from the top.  Some of the pieces of the Buddha statues at various levels are missing due to theft but overall it is in great shape. The extent of this temple and the age makes you wonder about people who built it and the dedication they showed to built it in a time without any powered machines. Overall a great experience and highly recommended for people interested in history.",2015-04-04,Family,2015-03,australia,-24.7761086,134.755
"Ludlow, UK",5.0,"Having visited Borobudur Temple four times now, I'm amazed on each and every visiti. I would highly recommend having a guide to take you around to truly appreciate everything you see.",2015-04-04,Business,2014-12,united kingdom,54.7023545,-3.2765753
"New Delhi, India",5.0,"Very well maintained and organised. Very uplifting. One needs a good local guide to explain the significance and the carvings. Truly a wonder of the world. At the top it is almost a spiritual experience, the peace, tranquility and even after the long climb all fatigue just vanished.The aggressive hawkers are a bit of a nuisance though and the sun can be fierce.",2015-04-04,Couples,2015-03,india,22.3511148,78.6677428
"Bromma, Sweden",4.0,"This is truly a masterpiece! I was very impressed with the temple and they've done a great job restoring and preserving it while still keeping that magical ancient look of it. Tip 1. It's more expensive, but probably worth it to book a sun rise tour. Much less people if you do that. We didn't and ended up fighting our way around the temple to get that one good picture with no one in it. Tip 2. If you're not bothered about people or sun rise, don't bother to book a tour. Take the bus from yogyakarta to Borobudur (1 hour journey from the north bus terminal, pay no more than 15.000. They will ask for 20-25.000 but don't pay that.)Tip 3. Bring an umbrella ;) As a foreign tourist you'll have to pay 250.000 to get in. Coffee, tea or water included... Yay... Indonesians pay 30.000. Reasons for giving it four and not five in rating: - The unfair pricing- They need more security. Visitors do not respect that climbing is not allowed and that will ware the temple down quicker than we can imagine if it continues. - they have loud speakers all around the area where they all of a sudden start to broadcast a message now and then. All in Indonesian, so I have no idea what they said, but VERY loud. It takes a bit of the serenity away.",2015-04-03,,,sweden,59.6749712,14.5208584
"Padstow, New South Wales, Australia",5.0,"We took the dawn tour which was a very early start, 3:45am pickup! Although we didn`t get a great sunrise due to a very foggy morning I would still recommend taking this option as it is much cooler than during the day. The temple itself is very impressive, try to read up on it before you go as there is very little info on the structure itself and it is being kept to as original as possible.",2015-04-03,Family,2015-03,australia,-24.7761086,134.755
"South Tangerang, Indonesia",5.0,"Big and wonderful temple. Better have an official guide to tell you the history of borobudur. That way you will appreciate the temple very much. A nice cultural trip to visit with children so they can appreciate the history and value of historical building. Better be there around 4 pm since it is very hot up in the temple. You can also see sunset and watching sleeping budha from the temple. You can stay in yogyakarta or magelang to go to borobudur temple. If you choose to stay at the hotel near borobudur temple, you should understand that at night or morning, you don't have much choices for eating or traveling. Most activities is around the hotel and the temple.",2015-04-01,,,indonesia,-2.4833826,117.8902853
"George Town, Malaysia",4.0,"This majestic Buddhist temple is  a UNESCO world heritage site. There are many Buddhist statues at this temple. The most striking structure is the bell shape structures near the top of the temple, each housing a Buddha statue inside. Another interesting thing noted during my visit is that though it's a Buddhist temple, most of the visitors are Muslim students from Indonesian. They come by bus loads, maybe it's school holidays. This shows religious moderation and tolerance in Indonesia... And I was told by local tour guide that the temple is closed once a year to Buddhists visitors on every Wesak day. It is a nice temple to visit for Buddhists.",2015-03-31,Friends,2015-01,malaysia,4.5693754,102.2656823
"Manila, Philippines",5.0,"I feel like my entire vocabulary will not suffice to describe the beauty of Borobudur Temple. I have seen it early in the morning, but it may have been better to see it before sunrise.It's a real must-see before one croaks.  The structure, the mountains surrounding it, the history behind the architectural masterpiece, the people whom you may meet, all of it are just perfect.",2015-03-31,Friends,2015-02,philippines,12.7503486,122.7312101
"Metro Manila, Philippines",5.0,"A very unique site. The temple is a brilliant structure and efforts to preserve it are going well. It is absolutely worth it to hire a local tour guide who can help explain not only the history of the area but also explain some of the stories that have been etched on the stones. This large temple is absolutely beautiful and the top most level with the big stupas and some open stupas are brilliant. The view from up top, not only of Merapi Mountain but also of the surrounding area is superb. There is a lot of climbing involved so the elderly and young children need to be careful when visiting. We did not do the sunrise or sunset tour but that in no way took away from the wondrous site. There is a large park around the temple and a train that goes around it so any elderly folk who cannot manage the climb can still view the structure from the outside.Several vendors in the area who are very persistent and follow you around insisting you buy something. If you show the slightest interest or make any inquiry or even look at any item, the vendors will follow you non-stop. Be careful of this when visiting.Hire a car and a tour guide and definitely come here. An amazing feat of architecture. An absolute must visit in Jogjakarta.",2015-03-31,Couples,2015-02,philippines,12.7503486,122.7312101
"Yogyakarta Region, Indonesia",5.0,once we see this monument.... we never thought that it is built in long years ago......with the beautiful ornament walls represent how high the art of the indonesia people in ancient times.Just 1 hour driving by car from yogyakarta we can reach this monumental site. just one word we can say awesome......,2015-03-30,Solo,2015-03,indonesia,-2.4833826,117.8902853
"Singapore, Singapore",5.0,"Absolutely gorgeous temple! A must visit when you're in in Jogja. I went on a weekend and it could get quite crowded, especially when you would expect an air of serenity at the topmost platform.",2015-03-29,Friends,2015-03,singapore,1.357107,103.8194992
"Horsham, UK",5.0,"At first I was hesitant to visit the Borobudur temple. Having travelled around South East Asia for a few months now, I have seen ALOT of temples. However, I am very glad that I took the time to visit this incredible and historic monument. The temple is well maintained and located in a beautiful area. Be sure to climb the hill nearby to get a different view of the complex. I would also recommend hiring a guide whilst exploring the Buddhist temple. It is very interesting to find out about the stone carvings and stories of Buddha. The Borobudur temple is unlike any other temple that I have come across on my travels. I would say that it is a MUST whilst visiting Indonesia. If you are a westerner be prepared to be stopped ALOT for photographs.",2015-03-27,,,united kingdom,54.7023545,-3.2765753
"Adelaide, Australia",5.0,"Visiting Borobudur is certainly a journey. Situated 1 hour's drive from Yogyakarta, there is quite a journey even to get there. Foreigners will pay more than locals or residents of Indonesia, so bring a Kitas if you have one. Umbrella or hat is a must and dress respectfully. A sarong for around the waist will be provided free of charge. The railings on some staircases are very helpful as some steps are uneven and steep. Brilliant 360 degree views. Go early in the morning. Avoid the crowds and many who will want a foreigner's photo. Friendly but sometimes makes it difficult to walk around and climb. After a lovely experience, be ready for the hawkers waiting at the exit!! Take water with you",2015-03-27,Friends,2015-03,australia,-24.7761086,134.755
"Mold, United Kingdom",5.0,"This is not the easiest temple to get to unless you are staying in one of the hotels nearby. We visited from Semarang which is at least two hours away. The cruise ship tours are expensive but the convoy of buses with have a police escort which is an experience in itself especially if you are in Bus number one (the time will fly and the scenery is interesting too). Without the escort, which gets you through traffic on the wrong side of the road and through red lights, it might take twice the time. Organising this independently is difficult and if you pay for a private police escort the cost will be quite high. The temple itself is magnificent and well worth the visitand even when our party of about 200 people arrived it was not busy and frequented by local touists who loved to have their photos taken with you. Their bright clothing helped brighten up the rather dark colours of the temple. There are a few men with parasols and fans who will follow ladies around and shade them. They are very persistent and my wife simply gave in, as they certainly made it more comfortable in the heat, and a small tip made them happy.They also know the good spots for photos, although there are plenty of these.",2015-03-27,Friends,2015-03,united kingdom,54.7023545,-3.2765753
"Dublin, Ireland",3.0,"This was an interesting temple in concept but not aesthetically awe inspiring. Particularly since the beautiful 1970s concrete editions from UNESCO. We went for the dawn, but it was so misty and foggy the sunrise was barely visible and apparently this happens regularly enough. The pre dawn ticket is ALOT more expensive (360,000 IDR) than a normal ticket after 6am. We found out after that a lot of people watch sunrise from outside the temple and then go in at 6am. I think this is a good idea.",2015-03-27,Couples,2015-03,ireland,52.865196,-7.9794599
"Philipsburg, St Martin / St Maarten",5.0,"Borobudur is very beautiful and full of history of Buddhism and Hindu also included, many foreign tourists come to this place because the building is so magnificent and very beautiful, the antiquity of the Indonesian Buddhist religion then adhered to Hindu religion that built Prambanan, these two temples very interesting and very strong history with Hindu and Buddhist in Indonesia.",2015-03-27,Couples,2015-03,sint maarten / saint martin,18.0814066,-63.0467131
"Vineyard Haven, MA",5.0,Well with the trip! Unique architectural design with stupendous views and detailed story panels throughout.  Nice cafe!,2015-03-26,,,united states,39.7837304,-100.445882
,5.0,"This is one of the most interesting places I visited. I will definitely back to visit this place to try the sunrise or sunset package. They have different rate for this package (sunrise/ sunset), but I believe it will be worth it. I was visited about 6.30am (after the sunrise) and the sun was perfect, not overly warm and the wind was softly breezed. Ticket price is relatively normal, since it's a big place and well maintenance. The toilet is clean, no tariff charged, just a voluntary donation. There are also museums inside the temple area, different ticket price (check on the website for details, http://commerce.borobudurpark.co.id/). They offer packages to visit one site or multiples. Foreigners with local citizenship (KITAS) have special rate, same as locals. The sellers are aggressive offering their stuff, just keep walking if you want to avoid them.",2015-03-26,Family,2015-03,,,
"Erd, Hungary",5.0,"This is the best buddhist temple, where I have ever been! It is magical!You have to go there in the early morning (opening time, 6 a.m.), at that time there are only few people. You can enjoy the atmosphere in silence at morning time.",2015-03-26,Couples,2015-02,hungary,47.1817585,19.5060937
"Surabaya, Indonesia",5.0,"Ill go there with javacances team, yes allways with them...Beauty temple with great scenery that surround the temple make me want to go there again.",2015-03-26,Couples,2015-03,indonesia,-2.4833826,117.8902853
"Launceston, Australia",5.0,"This is one of the best temples I have ever seen and a stunning Buddhist monument. The pictures we took were some of the best we have been able to take so far, we were there early and lucky there weren't too many other tourists. The architecture is something to behold and kept in good condition (especially considering the ash deposited on it following an eruption). I would highly recommend that you go and see this incredible monument. A lot of people have complained about the peddlers (which admittedly are numerous but easy to get over) and the entrance fee. But it is a tourist hub and at the end of the day you're spending what a half decent lunch and coffee at a cafe at home would cost you to see a world heritage site.",2015-03-26,Friends,2015-03,australia,-24.7761086,134.755
Singapore,4.0,"When we visited it was very hot. It is a big temple. Prepared to climb steep staircases.There are stone carving on the walls of the different levels of the temple.We hired a guide available in the temple. But he does not know much about the history of the temple, he could only say only what I have read in Trip advisor or other travel gudies. So hire a guide who could explain the stone carving and history of the temple.Temple itself is well maintained and there is a musuem with in the temple complex.There are many shops on the way out of the temple. You have to bargain a lot.If you are visiting this temple I would recommend you to start early visit the temple first and then visit Mount Merapi which is near by. You can save time and money by visting both places on the same day. Carry sunscreen lotion, a hat, and water. The temple itself is open, so it can get really hot. Take a combine ticket for this and Prampanan temples, it is cheaper. Students can get a discount provided you have a student identification card (any country student ID will do).",2015-03-25,Family,2015-02,singapore,1.357107,103.8194992
"Melaka, Malaysia",4.0,"Took the Sunrise Package but unfortunatly I was not able to see one as it was foggy after the rain but nevertheless, it was still beautiful. It was a good decision to go there early in the morning as the place tends to get crowded around 9am. If your sole purpose is to visit Borobudur, it would be a good choice to stay in Manohara Hotel as the temple is just right in front of the hotel.There would be a lot of foreigners holding DSLR camera and they would in a rude manner with no sense of respect told you off if you were blocking their view. I found it rather unpleasant as I have experienced it and was tempted to argue with them in a polite manner but since we were in a sacred place, I did not do so.",2015-03-25,Friends,2015-03,malaysia,4.5693754,102.2656823
"Jakarta, Indonesia",4.0,"This temple was claimed as the biggest Buddhist temple in the world. It is really a massive temple with lot of historical value inside. If you are a temple-person you must hire a guide to explain you about the story behind the temple. Otherwise, you can just took some beautiful photos here. The garden is nice, the souvenirs are quite cheap here compare to malioboro. It is a must visit",2015-03-25,Friends,2015-03,indonesia,-2.4833826,117.8902853
"Singapore, Singapore",4.0,Great temple..huge n awesome!Lots of tourist n the guide was very informative..enjoy the tour here.A visit is a must to jogja!,2015-03-25,,,singapore,1.357107,103.8194992
,5.0,"Before this trip all I knew of Borobudur was only from books which was very limited knowledge. But being there myself I can see why it was a place close to be at. The building of this Temple itself is a wonder. And it is indeed a Lego kind of construction. The history of it itself got me so mesmerised, let along the carvings. The most beautiful art work I've had the privilege to see and touch. We also met the architect who now lies and looks at his work.When you're visiting, do use a guide of you will not know what you're looking at. Trust me. We we prepared to just walk around but a guide by the name of Jean had the best line that caught our attention. We hired him for good and reasonable price and we felt that he gave us the complete book read that 2 hours! And he takes wonderful pictures for us too!",2015-03-24,,,,,
,5.0,"Borobudur Temple was built using stone Adhesit 55,000 M3Borobudur Temple building a pyramid-shaped staircase - stair steps with the rose in all - four sides (north, south, east and west)at Borobudur no room where people can not get in but could rise to the top only.Width building Borobudur 123 MLong building Borobudur 123 MAt the turning point of 113 MAnd high building Borobudur 30.5 M",2015-03-24,Friends,2014-04,,,
"Jakarta, Indonesia",4.0,"Got an opportunity to see sunrise at Borobudur Temple via Manohara Hotel, charge with IDR 250.000 quite expensive for a ""sunrise show"". We arrived at Hotel by 4:05AM and still have time for chit chat and before going to the top of temple I go for morning run, early morning I guess :D 2 laps for 3,6KM. Unfortunately it's cloudy when the sunrise come so it's pretty bad we can not see the sunrise. Overall, Borobudur is a must visit place if you come to Central Java, Jogjakarta especially.",2015-03-23,Business,2015-03,indonesia,-2.4833826,117.8902853
"Jakarta, Indonesia",5.0,"went on the sunrise trip, starts at 5.30 in the morning and witness the greatness of borobudur. amazing..!! Entered the tour from Manohara (Borobudur center of history and learn), the tour guide is verry good on explaining every aspects of the temple",2015-03-22,Couples,2015-03,indonesia,-2.4833826,117.8902853
"London, UK",5.0,"I cannot praise enough Borobudur.It is on of those magical places that you need to visit at least once in your life. Best time to visit is during sunrise! You can book very easily a driver to get you there as every visitor to Yogyakarta does this tour. They will drop you at the parking of Borobudur Park, where you will pass through some lodgings and a nice cafe before reaching the temple. When we arrived we had a quick coffee while there were many people praying. As the morning was coming closer we climbed to the top of the temple. I strongly recommend a flash-light. Once you are the top, you will start feeling the vibes of the place.  When we went it was at the end of the rainy season, so we didn't get to see the sun in full but still we were surrounded by a wonderful dark blue colour and mist, which made it feel really mystical!So even if you happen to be in one of those cloudy days, do not stress out as it will still be stunning! After we took as many pictures as we could, we started gradually climbing down and only then we started realising how incredible was the whole structure. If you take your time it might take up to an hour to walk around each level but you will be rewarded with incredible statues and stonework. By the time we were ready to go (8am) school buses started coming with thousands of excited students. So I guess the sunrise is the best time to visit and have the place to yourself!",2015-03-20,Couples,2015-03,united kingdom,54.7023545,-3.2765753
"Kuala Lumpur, Malaysia",5.0,"Visited Borobudur today and was totally in awe of the historical site although the entrance fees was quite steep for international guest.  Rp375k for both prambanan and Borobudur.At the entrance, i suggest you engage a tour guide for rp100k for 2 hours.  Otherwise you will not know the significance and background of the temples. We got Jean Sridar and he s really knowledgeable about the temples and able to share with you many stories and facts. Speaks very good English. Otherwise,  you will just be walking around taking photos not learning anything.  Jean is contactable at +6281578720041. Btw, do ask him to show you the 'architect' of the temple hidden somewhere.Enjoyed our time.  Have fun. .",2015-03-20,,,malaysia,4.5693754,102.2656823
Singapore,5.0,"I enjoyed the cool breeze during the sunriseThe place turns hot as it gets brighter and with the influx of tourists after 9am, best leave earlier",2015-03-20,Couples,2015-03,singapore,1.357107,103.8194992
"Mindanao, Philippines",5.0,I learned about Borobudur during my grade school days. I read that it was really beautiful and a must go. And the writer of the book was right! The craftsmanship of the temple was just magnificent! The bell like structures were so pleasing to look at. Definitely a must-see when in Indonesia.,2015-03-19,Family,2015-03,philippines,12.7503486,122.7312101
Kuching,4.0,"If you are in Java, try your best to make time to visit Borobudur.  The place is a little remote (bus/van ride takes about 2 hrs) but its well worth the trip, I assure you.Plan to spend about 2 hrs there to really appreciate all the intricate stone carvings up close and retire to the grassland a few hundred meters off and drink in the view. Its awe inspiring.Oh, check the weather forecast.  Its not so great if its pouring.  Those tropical storms can spoil the whole trip.  Good luck.",2015-03-17,Friends,2014-11,malaysia,4.5693754,102.2656823
"Groningen, The Netherlands",4.0,"Don't get me wrong, it is really a nice temple! Its just that I already travel for a longer time and have seen lots of temples. It is beautiful, has a nice garden around it and especially in the morning the views are stunning. I don't know if it is necessary to book a tour including sunrise, but I can imagine that is great too.If you don't do that, like me, then try your best to get there really early so that you are one of the first in the park. Otherwise its overloaded with people and schoolclasses. The last group likes to take hundreds of pictures of every aspect, with or without themselves, so you will have posing persons EVERYWHERE!",2015-03-16,Solo,2015-03,netherlands,52.2434979,5.6343227
"Jakarta, Indonesia",5.0,The Biggest Buddhist Temple in the world. Its very nice to doing the practice of meditation early morning in the top of Borobudur....,2015-03-16,Solo,2015-03,indonesia,-2.4833826,117.8902853
Asia,5.0,"Magnificent views and a humbling experience to know that this piece of ancient property is still around today. Take your time to go through each level and see the carvings that tell stories of Buddha's life. People normally race their way straight to the top to see the Stupas but for me, it's the different levels that has the most appeal. Go early before the throngs of tourists arrive and hopefully you're able to get a quiet spot to take photos and really soak in the atmosphere. Not a place for people with disabilities though as there are plenty of steps / stairs involved.Overall, breathtakingly beautiful",2015-03-16,Friends,2014-08,asia,51.2086975,89.2343748
"durham, NC",5.0,"This place is one of the most impressive ancient ruins/temples I've ever seen, and I've seen a few. Well worth a flight from Bali or Singapore. Also well worth coming early to see the sunrise from the temple. A cool time of day and not crowded, so you really get a sense of how this place once was.",2015-03-15,Solo,2015-03,united states,39.7837304,-100.445882
"Istanbul, Türkiye",4.0,"I thoroughly enjoyed visiting this site as the craftsmanship and carved reliefs were incredible and the scenery from the top is beautiful.  Fun Tip: When you get to the top levels, there are small bell-shaped domes containing statues of the buddha.  The legend I was told (who knows if it's really a legend or just a funny tour guide) was that if you can reach in and rub the heel of one of the statues, you will find your true love.  It may have just been the group I was traveling with, but we all had a great time.Warning: TONS of steps.  Those with limited mobility may have trouble with this site.",2015-03-15,Friends,2014-04,türkiye,38.9597594,34.9249653
,5.0,"Impressive experience. A bit crowded, Asian folks were asking for a picture with us all the time, but once you know how to handle this and you've found a quiet spot,  you'll break your head on how people made this so many centuries ago. Beautiful.",2015-03-15,,,,,
"Melbourne, Australia",3.0,Yes this is quite impressive as temples go the cost is quite expensive by western standards but it is what is.once you have paid the $25 admission price they want you to pay to use the toilet come on fellas give me a break,2015-03-15,Solo,2015-03,australia,-24.7761086,134.755
"Denpasar, Indonesia",5.0,The temples is built between 7th and 8th century (before heading to the temple it is good to read brief history of Borobudur). I went for Borobudur Sunrise visit through the Manohara Hotel. Ticket is very expensive at 250K but it is definitely worth it. The scale of it and the architere is magnifucent. Really can not imagine how it is built over 1000 years ago. Definitely a must visit. Top tips:I would recommend to go for Borobudur Sunrise because after 6am you will have school of students and tourists flocking in. Like hundreds of them!,2015-03-15,,,indonesia,-2.4833826,117.8902853
,5.0,"Imagine people centuries ago, without modern technology, has built mega structure like this. No wonder this site was on 7 wonder's list",2015-03-14,Family,2014-04,,,
Singapore,4.0,"The key attraction of the Java state of Yogyakarta, especially known for it's sunrise and sunsets from the temple itself. Highly recommended to spend the night at Borobudur so you can catch the amazing sunrise (Stay at the great Sarawati Hotel). The tickets for Sunrise and Sunset at Borobudur are separate and can be very costly (Rp380,000 each) Skip the sunset if you have to choose 1.",2015-03-14,Solo,2014-04,singapore,1.357107,103.8194992
"Seoul, South Korea",5.0,"Breathtaking monuments with a great philosophy of Buddhism. Also, beautiful sculptures.",2015-03-11,Family,2015-03,south korea,36.638392,127.6961188
"Dhaka City, Bangladesh",5.0,"Climb the hill, enjoy the time along the statues. There is a great view from there and a serene vibe. Only problem were a bit of construction on the hill and pestering sellers when you get down from there. Otherwise the area and parks is extremely well maintained. There is free drink when you buy tickets.",2015-03-11,Family,2014-10,bangladesh,-0.2864982,36.0514231
"Denver, CO",5.0,"The site is breathtaking. One of the oldest, largest Buddhist temples in the world in a setting of tropics and volcanos.This was our third visit in 30 years, and I was so pleased to see that now the site is clean, free of hawkers and the guides are well informed.  There are even clean restrooms.I will gladly pay extra for this.As others have mentioned, the combined ticket with Prambanan saves you a little money.  You can easily do both in a day with a car and driver.  Get there early - the gates open at 6am.  It is cooler and less crowded.",2015-03-10,Couples,2015-03,united states,39.7837304,-100.445882
"Montreux, Switzerland",4.0,"Beautiful and don't let you fool buy most of the drivers or agencies, if you do Borobudur and pandangaran you should buy the combine ticket for 375000rp. At the temple. You'll have two days to do them according to the cashier.Good visit!",2015-03-09,,,switzerland,46.7985624,8.2319736
"Singapore, Singapore",4.0,"If travelling from Yogyakarata city centre, visit Prambanan together with Borobudur. Package for tickets cheaper than individual tickets. Travelling wise, it is along the way. Get a tour guide or day tour.",2015-03-08,Solo,2015-03,singapore,1.357107,103.8194992
"Colchester, VT",5.0,"Along with Prembanan, Borobudur is the draw for many travelers to the Yogyakarta area and for good reason.  This amazing temple is glimpse into the past and a religion that I new very little about.  Be sure to get a guided tour to get the most out of the experience.",2015-03-08,Solo,2015-03,united states,39.7837304,-100.445882
Kuala Lumpur,4.0,Was a lot bigger than I expected. Our guide was really friendly and through in explaining the history of the temple.,2015-03-06,Family,2014-12,malaysia,4.5693754,102.2656823
,5.0,"The main reason why i wanna visit Jogja since i was a kid.Having seen the structure has made me wondering, how did they managed to build this? Considering there were no facilities or whatsoever.Please visit this heritage and u will get what i meant. (And clean restroom/toilet too!)",2015-03-06,,,,,
"Spring, TX",5.0,"This was my favorite temple when we visited Yogyakarta. We went early afternoon and it was pretty busy with lots of school groups and they all asked to take pictures with us. HA! But the temples are clean and beautiful! More than beautiful, breathtaking! If you can get a tour guide, great to learn all of the history of the temple. It is absolutely huge so but take your time looking at every single part. We had three boys (3, 6, 11) with us too and they really enjoyed it too. This is a must see if you are in Indonesia.",2015-03-05,Family,2015-02,united states,39.7837304,-100.445882
,4.0,"ive been to Borobudur temple 4 times but it always bring something. even the weather extremely hot but you would be amazed by this temple.but the minus thing is the exit door, its just like a maze so you dnt know which way to go coz its a market :)ah ya the ticket its for one day so you can go in several times in one day",2015-03-04,Friends,2014-04,,,
"Bandar Seri Begawan, Brunei Darussalam",5.0,"I was very lucky to have Eko as my guide for the visit. Not only is he full of interesting facts about the temple but also the surroundings of the Borobudur complex and Mt.Merapi in the distance. I got to understand the practical architectural aspects of the temple besides its religious significance which is still evident today.Personally, I find my visit to Borobudur more rewarding than my visit to Prambanan. Borobudur radiates positivity whereas I found Prambanan radiates oppressive energy. Will return should I visit Jogja again.",2015-03-04,Solo,2015-02,brunei,4.4137155,114.5653908
"Vienna, Austria",5.0,"Borobudur sure is one of the highlights in Java and a must-do. We thought that the price is a bit high (over 200k) and you can clearly see the separation between international and domestic visitors but fair enough. We went during low season, after the sunrise people had left and that was a very good decision as there were not so many people at the temple. Bring some time to take pictures as there will be always somebody getting in your way. The path to the temple is super short and easy, will take you only 5min. On the way back make you walk through hundreds of stalls but they do not really force you to buy anything. If you are a student, bring your ID to save half the price.",2015-03-03,Friends,2015-02,austria,47.59397,14.12456
